names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
World War Z,06/20/2013 ,68.0,"Action, Drama, Horror, Science Fiction, Thriller","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.","Brad Pitt, Gerry Lane, Mireille Enos, Karen Lane, Daniella Kertesz, Segen, James Badge Dale, Captain Speke, Ludi Boeken, Jurgen Warmbrunn, Matthew Fox, Parajumper, Fana Mokoena, Thierry Umutoni, David Morse, Ex-CIA Agent, Elyes Gabel, Andrew Fassbach",World War Z, Released,English,190000000.0,531861650.0,AU,2013,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg
Charlie and the Chocolate Factory,09/01/2005 ,70.0,"Adventure, Comedy, Family, Fantasy","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Johnny Depp, Willy Wonka, Freddie Highmore, Charlie Bucket, David Kelly, Grandpa Joe, Helena Bonham Carter, Mrs. Bucket, Noah Taylor, Mr. Bucket, Missi Pyle, Mrs. Beauregarde, James Fox, Mr. Salt, Deep Roy, Oompa Loompa, Christopher Lee, Dr. Wonka",Charlie and the Chocolate Factory, Released,English,150000000.0,475825484.0,AU,2005,https://image.tmdb.org/t/p/w500/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg
High Heat,03/01/2023 ,60.0,"Action, Comedy, Crime","When the local mafia shows up to burn down her restaurant, Ana, a chef with a meticulous past, defends her turf and proves her knife skills both in and out of the kitchen.","Olga Kurylenko, Ana, Don Johnson, Ray, Chris Diamantopoulos, Tom, Kaitlin Doubleday, Mimi, Page Falkinburg Jr., Dom, Dylan Flashner, Sebastian, Bianca D'Ambrosio, Becky, Erik Bloomquist, Miles",High Heat, Released,English,78000000.0,277412220.0,AU,2023,https://image.tmdb.org/t/p/w500/mmD0NVdhiRiCu64YKem5GK5PSfy.jpg
How to Train Your Dragon: The Hidden World,01/03/2019 ,78.0,"Animation, Family, Adventure","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","Jay Baruchel, Hiccup (voice), America Ferrera, Astrid (voice), F. Murray Abraham, Grimmel (voice), Cate Blanchett, Valka (voice), Gerard Butler, Stoick (voice), Craig Ferguson, Gobber (voice), Jonah Hill, Snotlout (voice), Christopher Mintz-Plasse, Fishlegs (voice), Kristen Wiig, Ruffnut (voice)",How to Train Your Dragon: The Hidden World, Released,English,129000000.0,521533238.0,AU,2019,https://image.tmdb.org/t/p/w500/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
Girl at the Window,08/18/2022 ,65.0,"Thriller, Horror",A troubled teenage girl who’s struggling to cope with the accidental death of her father suspects that the mysterious killer stalking her hometown is not only her neighbour but her mother’s new romantic interest.,"Radha Mitchell, Barbara Poynton, Ella Newton, Amy Poynton, Vince Colosimo, Chris Mancini, James Mackay, Mr. Coleman, Jackson Gallagher, Detective Reuben Knox, Nathan Hill, Constable Steve Owen, Sharon Johal, Dharma Mallick, Lauren Goetz, Suzan, Karis Oka, Lian Chen",Girl at the Window, Released,English,95200000.0,294248739.2,AU,2022,https://image.tmdb.org/t/p/w500/y8PhaJDd4YcYX7DVKJxoDwBUCZO.jpg
Hellraiser,10/08/2022 ,64.0,"Horror, Mystery","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.","Odessa A'zion, Riley, Jamie Clayton, The Priest, Adam Faison, Colin, Drew Starkey, Trevor, Brandon Flynn, Matt, Aoife Hinds, Nora, Jason Liles, The Chatterer, Yinka Olorunnife, The Weeper, Selina Lo, The Gasp",Hellraiser, Released,English,1000000.0,14575148.0,AU,2022,https://image.tmdb.org/t/p/w500/f9ZAIUxTTk23vo1BC9Ur1Rx5c2E.jpg
Pacific Rim,07/11/2013 ,69.0,"Action, Science Fiction, Adventure","Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.","Charlie Hunnam, Raleigh Becket, Rinko Kikuchi, Mako Mori, Idris Elba, Stacker Pentecost, Max Martini, Herc Hansen, Clifton Collins Jr., Tendo Choi, Ron Perlman, Hannibal Chau, Charlie Day, Dr. Newton Geiszler, Burn Gorman, Dr. Hermann Gottlieb, Robert Kazinsky, Chuck Hansen",Pacific Rim, Released,English,190000000.0,411002906.0,AU,2013,https://image.tmdb.org/t/p/w500/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg
After,07/04/2019 ,72.0,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Shane Paul McGhie, Landon Gibson, Khadijha Red Thunder, Steph Jones, Dylan Arnold, Noah Porter, Samuel Larsen, Zed Evans, Inanna Sarkis, Molly Samuels, Selma Blair, Carol Young, Pia Mia, Tristan",After, Released,English,14000000.0,57926850.0,AU,2019,https://image.tmdb.org/t/p/w500/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
After,07/04/2019 ,72.0,"Romance, Drama","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","Josephine Langford, Tessa Young, Hero Fiennes Tiffin, Hardin Scott, Shane Paul McGhie, Landon Gibson, Khadijha Red Thunder, Steph Jones, Dylan Arnold, Noah Porter, Samuel Larsen, Zed Evans, Inanna Sarkis, Molly Samuels, Selma Blair, Carol Young, Pia Mia, Tristan",After, Released,English,650000.0,0.0,AU,2019,https://image.tmdb.org/t/p/w500/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg
The Hangover,06/11/2009 ,73.0,Comedy,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","Bradley Cooper, Phil Wenneck, Ed Helms, Stu Price, Zach Galifianakis, Alan Garner, Justin Bartha, Doug Billings, Heather Graham, Jade, Sasha Barrese, Tracy Garner, Jeffrey Tambor, Sid Garner, Ken Jeong, Mr. Chow, Rachael Harris, Melissa",The Hangover, Released,English,35000000.0,465487583.0,AU,2009,https://image.tmdb.org/t/p/w500/A0uS9rHR56FeBtpjVki16M5xxSW.jpg
The Adam Project,03/11/2022 ,71.0,"Adventure, Science Fiction","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.","Ryan Reynolds, Adam Reed, Walker Scobell, Young Adam, Mark Ruffalo, Louis Reed, Jennifer Garner, Ellie Reed, Zoe Saldaña, Laura, Catherine Keener, Maya Sorian, Alex Mallari Jr., Christos, Braxton Bjerken, Ray Dollarhyde, Kasra Wong, Chuck",The Adam Project, Released,English,116000000.0,203098455.6,AU,2022,https://image.tmdb.org/t/p/w500/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg
Trick or Treat Scooby-Doo!,10/04/2022 ,73.0,"Adventure, Mystery, Comedy, Animation, Family","Mystery Inc. has cracked the case to top all cases! They’ve tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it’s up to the meddling kids to unmask the latest scoundrel and save Halloween!","Frank Welker, Scooby-Doo / Rudy / Fred / Nefario (voice), Grey DeLisle, Daphne / Daisy / Musketeer 1 / Olive (voice), Matthew Lillard, Shaggy / Craggly / Captain Cutler (voice), Kate Micucci, Velma / Helga (voice), Myrna Velasco, Coco Diablo (voice), Dee Bradley Baker, Esteban / Mr. Wickles / Cat Man (voice), Jeff Bennett, Shady Guy / Charlie Humdrum / Hank (voice), Anthony Carrigan, Trevor Glume / Farmer (voice), Erin Fitzgerald, Library Kid / Superhero Girl / Musketeer 2 (voice)",Trick or Treat Scooby-Doo!, Released,English,85000000.0,575808566.0,US,2022,https://image.tmdb.org/t/p/w500/wZccw4Hj9ZF1yimnfPsX9rl3HvB.jpg
Last Man Down,11/01/2021 ,58.0,"Action, Thriller","After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.","Daniel Stisen, John Wood, Olga Kent, Maria Johnson, Daniel Nehme, Commander Stone, Stanislav Yanevski, Dr. Feltspat, Madeleine Vall, Granite, Natassia Malthe, Zahara, Stephanie Siadatan, Emilia, Robert Follin, Adam, Michael Billington, Mason",Last Man Down, Released,English,165000000.0,250351474.6,AU,2021,https://image.tmdb.org/t/p/w500/4B7liCxNCZIZGONmAMkCnxVlZQV.jpg
The Emperor's New Groove,04/05/2001 ,75.0,"Adventure, Animation, Comedy, Family, Fantasy","Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.","David Spade, Kuzco (voice), John Goodman, Pacha (voice), Eartha Kitt, Yzma (voice), Patrick Warburton, Kronk (voice), Wendie Malick, Chicha (voice), Kellyann Kelso, Chaca (voice), Eli Russell Linnetz, Tipo (voice), Stephen J. Anderson, Additional Voices (voice), Bob Bergen, Bucky / Fly Stuck in Web (voice)",The Emperor's New Groove, Released,English,100000000.0,169630573.0,AU,2001,https://image.tmdb.org/t/p/w500/xU635vn1lMD9DWDloeuKmuhxxnQ.jpg
The Princess,06/16/2022 ,69.0,"Fantasy, Action","A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.","Joey King, The Princess, Dominic Cooper, Julius, Olga Kurylenko, Moira, Veronica Ngo, Linh, Alex Reid, The Queen, Ed Stoppard, The King, Katelyn Rose Downey, Violet, Kristofer Kamiyasu, Khai, Fergus O'Donnell, Kurr",The Princess, Released,English,89000000.0,518519804.4,US,2022,https://image.tmdb.org/t/p/w500/9pCoqX24a6rE981fY1O3PmhiwrB.jpg
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)",The Lion King, Released,English,260000000.0,1647733638.0,AU,2019,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
The Lion King,07/17/2019 ,71.0,"Adventure, Drama, Family","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Chiwetel Ejiofor, Scar (voice), John Oliver, Zazu (voice), James Earl Jones, Mufasa (voice), John Kani, Rafiki (voice), Alfre Woodard, Sarabi (voice), JD McCrary, Young Simba (voice), Shahadi Wright Joseph, Young Nala (voice), Penny Johnson Jerald, Sarafina (voice), Keegan-Michael Key, Kamari (voice)",The Lion King, Released,English,79300000.0,986193783.0,AU,2019,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
Jungle Cruise,07/29/2021 ,75.0,"Action, Adventure, Fantasy","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.","Dwayne Johnson, Frank Wolff, Emily Blunt, Dr. Lily Houghton, Edgar Ramírez, Lope de Aguirre, Jack Whitehall, McGregor Houghton, Jesse Plemons, Prince Joachim, Paul Giamatti, Nilo, Veronica Falcón, Trader Sam, Dani Rovira, Sancho, Quim Gutiérrez, Melchor",Jungle Cruise, Released,English,200000000.0,210469803.0,AU,2021,https://image.tmdb.org/t/p/w500/yKy9ELL8CON5sqDg4yIvBb5LTZL.jpg
The Nun,09/06/2018 ,59.0,"Horror, Mystery, Thriller","When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned.","Taissa Farmiga, Sister Irene, Demián Bichir, Father Burke, Bonnie Aarons, The Nun / Valak, Jonas Bloquet, Maurice Theriault, Ingrid Bisu, Sister Oana, Patrick Wilson, Ed Warren, Vera Farmiga, Lorraine Warren, Lili Taylor, Carolyn Perron, Charlotte Hope, Sister Victoria",The Nun, Released,English,22000000.0,363391647.0,AU,2018,https://image.tmdb.org/t/p/w500/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg
Superfast!,04/02/2015 ,50.0,"Comedy, Action","Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant, at crazy speeds.","Alex Ashbaugh, Officer Lucas White, Dale Pavinski, Vin Serento, Andrea Navedo, Michelle, Lili Mirojnick, Jordana, Gonzalo Menendez, Detective Hanover, Shakira Barrera, Sofia, Dio Johnson, Detective Johnson, Shantel Wislawski, Officer Julie Canaro, Omar Chaparro, Juan Carlos Del Sol",Superfast!, Released,English,20000000.0,3146707.8,US,2015,https://image.tmdb.org/t/p/w500/iuIWl90qCpoxv6g775JB6Kg0m86.jpg
Code Name Banshee,07/01/2022 ,59.0,"Action, Thriller","Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.","Jaime King, Banshee, Antonio Banderas, Caleb, Tommy Flanagan, Anthony Greene, Catherine Davis, Hailey, Kim DeLonghi, Carla, Levon Panek, Thug, Wayne Pyle, Rick, Keil Oakley Zepernick, Giant, Aleksander Vayshelboym, Kronos",Code Name Banshee, Released,English,70520000.0,457654821.6,US,2022,https://image.tmdb.org/t/p/w500/YLv9S84WyPZ5uxty989Duhzi5u.jpg
The Parent Trap,07/29/1998 ,71.0,"Comedy, Family","Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.","Lindsay Lohan, Hallie Parker / Annie James, Dennis Quaid, Nick Parker, Natasha Richardson, Elizabeth James, Elaine Hendrix, Meredith Blake, Lisa Ann Walter, Chessy, Simon Kunz, Martin, Ronnie Stevens, Grandfather, Michael Lohan Jr., Lost Boy at Camp, Kat Graham, Jackie",The Parent Trap, Released,English,15000000.0,92108518.0,US,1998,https://image.tmdb.org/t/p/w500/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg
